period,true_value,mm_signal,mm_bid,mm_ask,mm_num_buys,mm_num_sells,mm_pnl,bot_tight_bid,bot_tight_ask,bot_wide_bid,bot_wide_ask,bot_skewed_bid,bot_skewed_ask,bot_noisy_bid,bot_noisy_ask,bot_fade_bid,bot_fade_ask
827,425.71,420.27,350.27,490.27,0,0,0.0,303.07,413.07,290.24,530.24,370.67,525.67,313.15,420.87,494.66,586.89
828,228.62,248.3,178.3,318.3,0,0,0.0,117.96,227.96,95.52,335.52,145.15,300.15,161.0,366.02,203.36,350.31
829,971.33,1108.68,1038.68,1178.68,0,24,-1616.42,942.66,1052.66,878.03,1118.03,1010.11,1165.11,867.36,990.18,920.65,1163.24
830,465.13,494.44,424.44,564.44,0,0,0.0,427.97,537.97,332.57,572.57,411.81,566.81,330.17,547.7,368.64,472.47
831,156.34,115.52,45.52,185.52,9,0,262.61,142.35,252.35,0.0,204.37,75.5,230.5,104.24,249.49,67.5,249.89
832,631.58,586.14,516.14,656.14,0,0,0.0,531.65,641.65,461.86,701.86,541.7,696.7,571.32,694.87,590.69,716.82
833,442.4,473.08,403.08,543.08,0,0,0.0,341.2,451.2,298.7,538.7,453.01,608.01,315.76,487.08,369.02,472.76
834,391.97,344.58,274.58,414.58,8,0,180.89,377.99,487.99,279.37,519.37,341.17,496.17,301.15,454.06,421.15,511.29
835,602.22,646.43,576.43,716.43,0,0,0.0,498.47,608.47,414.73,654.73,591.24,746.24,485.92,620.11,571.55,690.93
836,955.86,933.02,863.02,1003.02,7,0,330.07,962.32,1072.32,786.69,1026.69,920.29,1075.29,988.64,1100.33,890.43,1122.34
837,115.5,160.39,90.39,230.39,0,0,0.0,90.64,200.64,27.59,267.59,76.48,231.48,77.43,182.49,77.45,257.25
838,105.98,164.09,94.09,234.09,0,15,178.43,31.22,141.22,0.0,120.0,52.39,207.39,0.0,174.13,0.0,187.43
839,386.77,417.57,347.57,487.57,0,4,156.81,323.46,433.46,255.31,495.31,314.61,469.61,317.6,487.87,286.19,411.53
840,273.32,343.02,273.02,413.02,0,11,3.28,188.61,298.61,267.77,507.77,140.41,295.41,264.15,364.11,167.43,323.75
841,833.46,777.36,707.36,847.36,0,0,0.0,934.07,1044.07,652.09,892.09,870.88,1025.88,754.27,841.4,727.42,901.81
842,170.08,150.35,80.35,220.35,0,0,0.0,30.33,140.33,48.14,288.14,65.65,220.65,154.2,291.45,130.19,296.23
843,561.83,617.33,547.33,687.33,0,16,232.08,539.95,649.95,418.44,658.44,473.17,628.17,511.92,671.15,514.44,613.65
844,104.5,135.01,65.01,205.01,0,0,0.0,80.83,190.83,0.0,225.01,147.42,302.42,44.23,157.57,26.86,219.85
845,141.83,167.21,97.21,237.21,0,0,0.0,130.82,240.82,0.0,207.91,0.0,118.63,176.55,251.37,16.05,211.86
846,60.72,122.57,52.57,192.57,0,0,0.0,85.47,195.47,0.0,210.22,0.0,137.67,55.59,180.54,0.0,138.54
847,91.35,93.87,23.87,163.87,0,0,0.0,57.81,167.81,0.0,187.89,19.61,174.61,24.57,174.01,0.0,141.29
848,286.59,313.13,243.13,383.13,0,0,0.0,217.83,327.83,244.36,484.36,185.84,340.84,227.45,362.06,271.48,400.66
849,284.17,345.2,275.2,415.2,0,0,0.0,258.82,368.82,91.63,331.63,306.19,461.19,201.19,403.74,138.28,302.2
850,462.42,489.38,419.38,559.38,0,0,0.0,461.89,571.89,380.04,620.04,404.46,559.46,383.36,533.7,328.91,443.11
851,92.86,160.85,90.85,230.85,0,14,28.13,21.46,131.46,22.12,262.12,12.53,167.53,0.0,157.86,0.0,195.91
852,388.08,363.0,293.0,433.0,0,0,0.0,262.68,372.68,249.26,489.26,333.07,488.07,376.32,468.52,301.07,422.53
853,707.42,656.9,586.9,726.9,0,0,0.0,605.4,715.4,540.58,780.58,570.55,725.55,700.69,791.23,650.19,797.32
854,329.83,378.22,308.22,448.22,0,0,0.0,166.01,276.01,249.73,489.73,241.64,396.64,294.47,361.92,323.09,438.8
855,883.88,922.53,852.53,992.53,0,0,0.0,781.25,891.25,779.8,1019.8,803.19,958.19,854.23,936.29,764.09,951.41
856,117.68,227.05,157.05,297.05,0,27,-1062.9,10.99,120.99,0.0,120.0,121.94,276.94,48.25,121.67,0.0,127.1
857,870.79,928.53,858.53,998.53,0,11,134.8,801.0,911.0,747.78,987.78,829.45,984.45,850.05,959.58,804.97,1006.72
858,282.53,318.16,248.16,388.16,0,0,0.0,209.7,319.7,136.99,376.99,260.87,415.87,233.65,359.18,225.52,366.69
859,697.59,720.92,650.92,790.92,0,0,0.0,593.71,703.71,599.32,839.32,509.68,664.68,737.29,904.75,615.01,749.72
860,101.77,131.69,61.69,201.69,0,0,0.0,104.85,214.85,0.0,222.68,56.76,211.76,31.19,133.78,57.58,242.56
861,996.66,1047.73,977.73,1117.73,0,0,0.0,904.51,1014.51,994.6,1200.0,971.02,1126.02,1031.55,1115.81,886.41,1116.91
862,898.5,865.86,795.86,935.86,0,0,0.0,869.05,979.05,840.49,1080.49,791.84,946.84,877.66,901.76,737.84,915.9
863,373.05,340.27,270.27,410.27,0,0,0.0,293.36,403.36,273.58,513.58,385.88,540.88,412.67,477.75,284.63,410.38
864,821.76,832.48,762.48,902.48,0,0,0.0,746.35,856.35,679.44,919.44,840.27,995.27,662.0,813.47,752.36,935.55
865,280.51,289.82,219.82,359.82,0,0,0.0,124.32,234.32,185.84,425.84,217.18,372.18,318.76,469.94,190.77,341.01
866,946.55,902.53,832.53,972.53,0,0,0.0,936.54,1046.54,895.38,1135.38,1007.1,1162.1,825.54,914.18,842.5,1057.5
867,769.1,733.69,663.69,803.69,0,0,0.0,621.48,731.48,677.53,917.53,692.17,847.17,745.73,791.18,789.3,985.53
868,962.2,927.92,857.92,997.92,0,0,0.0,876.11,986.11,883.18,1123.18,901.12,1056.12,862.03,1022.89,803.34,1004.52
869,955.06,971.3,901.3,1041.3,0,6,322.54,819.33,929.33,743.22,983.22,885.14,1040.14,845.1,933.54,879.04,1106.94
870,86.06,110.06,40.06,180.06,0,0,0.0,36.55,146.55,0.0,210.46,77.32,232.32,0.0,90.88,0.0,132.32
871,423.32,425.44,355.44,495.44,0,0,0.0,335.75,445.75,385.84,625.84,307.83,462.83,415.35,554.03,395.82,492.56
872,96.41,98.71,28.71,168.71,0,0,0.0,7.53,117.53,0.0,173.67,63.82,218.82,64.61,119.78,20.84,215.41
873,161.72,147.18,77.18,217.18,0,0,0.0,80.85,190.85,0.0,232.73,97.96,252.96,159.05,230.56,0.0,175.87
874,283.52,212.51,142.51,282.51,17,0,-17.16,284.55,394.55,103.36,343.36,264.78,419.78,257.96,364.38,288.1,412.94
875,650.27,608.68,538.68,678.68,0,0,0.0,535.88,645.88,494.91,734.91,617.85,772.85,553.28,685.0,572.88,692.72
876,311.57,414.94,344.94,484.94,0,24,-800.83,237.84,347.84,179.57,419.57,192.37,347.37,304.94,437.53,144.82,307.04
877,274.62,291.93,221.93,361.93,0,0,0.0,167.7,277.7,115.64,355.64,230.71,385.71,203.11,294.8,306.24,426.35
878,416.49,372.89,302.89,442.89,6,0,158.41,342.84,452.84,303.25,543.25,358.88,513.88,468.78,527.63,365.71,470.31
879,170.85,180.87,110.87,250.87,0,0,0.0,131.17,241.17,0.0,169.39,115.61,270.61,31.67,122.96,104.69,277.38
880,391.58,384.12,314.12,454.12,0,0,0.0,351.15,461.15,221.68,461.68,316.25,471.25,339.46,427.0,305.69,425.95
881,825.38,885.2,815.2,955.2,0,12,122.22,725.22,835.22,729.58,969.58,766.76,921.76,728.18,858.88,724.08,897.29
882,583.17,564.67,494.67,634.67,0,0,0.0,645.05,755.05,437.3,677.3,481.73,636.73,510.56,621.07,592.82,719.7
883,649.57,647.2,577.2,717.2,0,0,0.0,622.09,732.09,503.49,743.49,499.32,654.32,543.55,693.61,650.42,797.62
884,932.38,901.66,831.66,971.66,0,0,0.0,1013.02,1123.02,811.82,1051.82,947.55,1102.55,855.74,969.62,830.21,1040.88
885,19.46,0.0,0.0,70.0,0,0,0.0,0.0,55.0,0.0,120.0,0.0,142.3,20.6,145.73,0.0,170.19
886,872.38,859.57,789.57,929.57,0,0,0.0,730.73,840.73,741.22,981.22,842.88,997.88,898.12,973.6,665.87,818.53
887,701.49,838.72,768.72,908.72,0,35,-2353.04,685.12,795.12,579.75,819.75,620.77,775.77,594.82,742.68,670.63,824.98
888,162.4,213.58,143.58,283.58,0,17,319.97,131.79,241.79,9.56,249.56,103.96,258.96,114.6,164.54,0.0,199.5
889,465.03,430.34,360.34,500.34,10,0,353.02,495.55,605.55,296.76,536.76,388.41,543.41,428.64,522.66,459.36,539.53
890,144.73,26.4,0.0,96.4,24,0,-1159.74,96.76,206.76,110.2,350.2,14.21,169.21,0.0,128.52,107.14,279.19
891,400.28,339.56,269.56,409.56,0,0,0.0,450.1,560.1,296.78,536.78,376.23,531.23,343.17,389.04,390.37,488.53
892,42.24,71.94,1.94,141.94,0,5,201.51,0.0,55.0,0.0,120.0,0.0,100.0,0.0,100.48,0.0,166.14
893,214.04,253.44,183.44,323.44,0,0,0.0,186.66,296.66,96.34,336.34,199.03,354.03,94.0,290.24,237.23,375.34
894,318.97,251.97,181.97,321.97,14,0,41.99,225.44,335.44,225.5,465.5,269.28,424.28,312.7,405.75,203.7,350.56
895,108.68,99.92,29.92,169.92,0,0,0.0,57.19,167.19,55.4,295.4,19.56,174.56,77.71,165.52,32.57,224.07
896,36.48,26.28,0.0,96.28,0,0,0.0,0.0,72.31,0.0,134.67,0.0,128.62,30.51,156.05,0.0,160.65
897,655.94,686.13,616.13,756.13,0,5,199.05,611.12,721.12,527.4,767.4,585.16,740.16,553.51,723.78,577.3,698.7
898,295.04,194.02,124.02,264.02,28,0,-868.55,261.03,371.03,184.63,424.63,236.37,391.37,201.93,345.19,296.16,418.9
899,559.12,523.74,453.74,593.74,0,0,0.0,462.95,572.95,399.84,639.84,476.4,631.4,631.15,712.98,508.5,605.62
900,415.46,378.3,308.3,448.3,0,0,0.0,226.44,336.44,323.9,563.9,390.55,545.55,315.17,430.28,412.97,505.24
901,500.53,492.25,422.25,562.25,0,0,0.0,539.3,649.3,387.04,627.04,457.78,612.78,496.01,612.32,383.64,483.56
902,221.93,208.4,138.4,278.4,0,0,0.0,177.93,287.93,123.85,363.85,210.41,365.41,130.35,255.38,175.2,329.5
903,501.76,472.7,402.7,542.7,0,0,0.0,469.06,579.06,379.6,619.6,369.72,524.72,363.06,521.21,340.89,451.96
904,155.5,133.09,63.09,203.09,0,0,0.0,155.55,265.55,31.85,271.85,127.28,282.28,83.25,198.11,36.25,226.79
905,584.16,665.32,595.32,735.32,0,20,-223.38,550.36,660.36,470.24,710.24,462.46,617.46,578.08,767.92,492.46,583.92
906,471.17,482.05,412.05,552.05,0,1,59.12,390.48,500.48,308.67,548.67,391.86,546.86,380.6,474.3,402.31,497.36
907,317.38,243.09,173.09,313.09,16,0,-68.69,276.45,386.45,168.66,408.66,222.31,377.31,180.83,319.27,229.06,369.31
908,219.95,226.88,156.88,296.88,0,0,0.0,156.34,266.34,94.53,334.53,166.67,321.67,136.76,220.36,179.24,332.48
909,670.51,711.79,641.79,781.79,0,15,430.76,631.98,741.98,566.28,806.28,585.03,740.03,552.13,717.69,640.46,784.15
910,374.98,374.25,304.25,444.25,0,0,0.0,378.56,488.56,229.11,469.11,340.93,495.93,365.96,419.99,278.14,405.58
911,876.14,860.6,790.6,930.6,0,0,0.0,827.11,937.11,656.78,896.78,795.11,950.11,773.91,998.59,809.1,1012.31
912,233.7,299.54,229.54,369.54,0,19,79.21,229.49,339.49,108.22,348.22,154.24,309.24,183.07,341.21,181.94,334.48
913,820.28,772.46,702.46,842.46,8,0,177.46,755.83,865.83,605.3,845.3,740.53,895.53,803.86,916.52,703.93,870.02
914,454.0,453.86,383.86,523.86,0,0,0.0,407.58,517.58,328.6,568.6,368.57,523.57,340.69,539.12,481.4,568.95
915,949.55,1040.97,970.97,1110.97,0,0,0.0,945.69,1055.69,841.87,1081.87,1028.56,1183.56,907.38,1047.23,820.39,1027.59
916,157.4,146.43,76.43,216.43,7,0,413.21,154.44,264.44,85.23,325.23,124.6,279.6,189.01,274.22,112.13,282.88
917,277.55,222.86,152.86,292.86,0,0,0.0,251.72,361.72,188.43,428.43,269.97,424.97,208.55,237.23,147.38,308.93
918,338.92,312.75,242.75,382.75,2,0,87.65,297.37,407.37,206.12,446.12,232.54,387.54,313.7,425.23,351.79,460.02
919,354.49,427.25,357.25,497.25,0,25,-69.22,180.09,290.09,257.86,497.86,221.32,376.32,303.02,432.23,318.0,435.04
920,356.16,328.24,258.24,398.24,0,0,0.0,267.51,377.51,281.7,521.7,343.99,498.99,322.98,415.83,346.48,456.09
921,292.28,190.74,120.74,260.74,29,0,-914.58,279.47,389.47,191.09,431.09,294.49,449.49,216.98,305.94,167.35,323.69
922,67.9,94.06,24.06,164.06,0,0,0.0,35.67,145.67,0.0,168.4,31.87,186.87,35.85,164.56,0.0,176.1
923,658.03,652.1,582.1,722.1,0,0,0.0,612.8,722.8,590.94,830.94,570.68,725.68,669.52,715.63,575.74,696.59
924,938.84,928.04,858.04,998.04,0,0,0.0,892.98,1002.98,763.37,1003.37,887.24,1042.24,893.82,997.58,915.43,1156.17
925,78.68,51.15,0.0,121.15,0,0,0.0,0.0,99.85,0.0,212.56,0.0,132.54,54.32,229.56,0.0,145.27
926,3.41,24.46,0.0,94.46,0,15,51.19,0.0,82.9,0.0,148.38,0.0,100.0,0.0,127.22,0.0,115.0
927,377.07,327.86,257.86,397.86,0,0,0.0,279.45,389.45,247.09,487.09,369.8,524.8,322.68,430.61,384.6,484.27
928,805.53,740.45,670.45,810.45,16,0,78.71,867.1,977.1,679.73,919.73,768.61,923.61,740.5,845.08,717.71,888.67
929,858.3,894.63,824.63,964.63,0,0,0.0,798.3,908.3,778.94,1018.94,717.49,872.49,835.95,987.88,805.88,1007.96
930,559.9,601.05,531.05,671.05,0,0,0.0,523.41,633.41,428.48,668.48,563.27,718.27,611.71,740.97,530.8,635.78
931,707.89,701.77,631.77,771.77,0,0,0.0,569.62,679.62,548.23,788.23,734.43,889.43,774.17,904.75,649.48,796.36
932,800.05,779.82,709.82,849.82,0,0,0.0,645.82,755.82,706.76,946.76,697.84,852.84,795.68,908.79,780.88,974.13
933,166.69,168.98,98.98,238.98,3,0,216.88,137.12,247.12,39.99,279.99,129.73,284.73,178.11,346.33,120.96,289.4
934,771.3,759.86,689.86,829.86,0,0,0.0,680.09,790.09,709.65,949.65,730.7,885.7,762.85,921.28,687.09,847.24
935,550.59,522.76,452.76,592.76,4,0,168.67,535.65,645.65,445.42,685.42,492.07,647.07,541.23,623.18,532.18,637.65
936,404.05,373.15,303.15,443.15,0,0,0.0,466.57,576.57,318.82,558.82,396.02,551.02,352.61,436.9,326.77,441.53
937,36.97,34.7,0.0,104.7,0,0,0.0,0.0,100.03,0.0,120.0,0.0,137.27,0.0,103.64,43.51,232.16
938,865.39,832.97,762.97,902.97,0,0,0.0,796.28,906.28,690.39,930.39,777.21,932.21,731.98,886.82,732.15,908.21
939,903.01,899.91,829.91,969.91,0,0,0.0,842.02,952.02,781.11,1021.11,865.42,1020.42,808.51,919.08,798.4,997.84
940,561.63,535.99,465.99,605.99,0,0,0.0,568.8,678.8,427.85,667.85,484.01,639.01,541.11,653.42,444.54,528.57
941,427.79,417.28,347.28,487.28,0,0,0.0,365.3,475.3,270.27,510.27,386.68,541.68,480.14,554.75,379.65,480.61
942,351.69,393.12,323.12,463.12,0,0,0.0,323.54,433.54,234.75,474.75,310.86,465.86,300.59,449.53,363.76,468.86
943,785.08,791.83,721.83,861.83,0,0,0.0,741.57,851.57,628.79,868.79,779.18,934.18,649.96,816.3,710.04,878.29
944,314.28,407.59,337.59,477.59,0,0,0.0,165.11,275.11,46.19,286.19,346.86,501.86,159.47,313.88,135.99,300.52
945,950.79,1065.53,995.53,1135.53,0,28,-1252.68,873.99,983.99,735.84,975.84,917.94,1072.94,807.47,927.71,902.87,1139.18
946,919.91,876.97,806.97,946.97,0,0,0.0,806.8,916.8,807.73,1047.73,722.66,877.66,803.77,908.69,828.0,1037.88
947,167.56,202.32,132.32,272.32,0,0,0.0,45.8,155.8,49.22,289.22,47.8,202.8,162.03,326.33,87.3,264.52
948,413.11,389.64,319.64,459.64,0,0,0.0,330.09,440.09,295.84,535.84,351.13,506.13,341.01,485.26,305.27,425.63
949,312.08,301.29,231.29,371.29,0,0,0.0,247.15,357.15,156.93,396.93,290.49,445.49,210.86,308.67,336.03,448.37
950,624.76,549.65,479.65,619.65,20,0,-102.12,534.66,644.66,528.49,768.49,620.04,775.04,628.65,748.05,572.07,691.62
951,55.49,173.26,103.26,243.26,0,32,-1528.63,0.0,55.0,0.0,120.0,24.72,179.72,0.0,132.71,0.0,132.97
952,322.86,379.63,309.63,449.63,0,0,0.0,325.45,435.45,269.71,509.71,359.98,514.98,181.97,335.63,352.62,460.63
953,895.84,829.55,759.55,899.55,19,0,70.43,841.59,951.59,750.26,990.26,826.31,981.31,767.15,970.16,734.63,911.56
954,981.59,1042.07,972.07,1112.07,0,17,161.96,908.6,1018.6,903.31,1143.31,929.53,1084.53,915.79,1047.56,854.93,1074.31
955,789.62,816.45,746.45,886.45,0,0,0.0,793.11,903.11,709.31,949.31,589.63,744.63,721.01,836.69,581.59,704.51
956,928.58,936.08,866.08,1006.08,0,0,0.0,861.95,971.95,752.75,992.75,950.74,1105.74,862.02,971.49,822.78,1030.82
957,575.67,643.05,573.05,713.05,0,15,39.29,530.01,640.01,425.26,665.26,505.28,660.28,458.2,630.29,547.79,658.77
958,975.34,980.91,910.91,1050.91,0,0,0.0,939.2,1049.2,875.75,1115.75,950.99,1105.99,876.65,966.2,905.16,1142.28
959,294.31,199.5,129.5,269.5,19,0,-471.26,287.2,397.2,226.48,466.48,291.02,446.02,311.73,415.32,225.59,366.74
960,794.88,831.42,761.42,901.42,0,0,0.0,701.42,811.42,676.86,916.86,813.58,968.58,642.36,769.45,688.25,848.81
961,135.19,148.87,78.87,218.87,0,0,0.0,69.0,179.0,88.64,328.64,91.84,246.84,124.69,304.83,49.56,236.63
962,798.53,862.06,792.06,932.06,0,0,0.0,693.16,803.16,663.16,903.16,792.39,947.39,668.15,837.13,698.55,862.75
963,512.99,561.83,491.83,631.83,0,14,296.14,422.16,532.16,358.59,598.59,427.42,582.42,371.54,450.1,487.04,576.58
964,170.71,120.03,50.03,190.03,0,0,0.0,15.15,125.15,67.59,307.59,159.51,314.51,56.15,198.35,26.47,219.57
965,556.25,542.36,472.36,612.36,0,0,0.0,416.08,526.08,431.39,671.39,482.3,637.3,546.32,667.09,551.73,664.1
966,778.05,797.59,727.59,867.59,0,0,0.0,709.8,819.8,635.47,875.47,735.56,890.56,734.43,864.82,692.53,854.6
967,74.07,92.19,22.19,162.19,0,0,0.0,93.36,203.36,0.0,231.24,52.12,207.12,0.0,109.24,35.18,226.0
968,654.52,586.94,516.94,656.94,18,0,43.53,709.26,819.26,510.63,750.63,601.48,756.48,601.7,693.3,599.73,729.04
969,229.53,245.85,175.85,315.85,0,0,0.0,168.91,278.91,104.36,344.36,151.08,306.08,246.18,319.12,70.15,251.85
970,538.71,475.3,405.3,545.3,12,0,79.02,493.47,603.47,379.07,619.07,539.55,694.55,519.26,643.6,511.35,609.48
971,643.25,697.01,627.01,767.01,0,17,276.06,532.36,642.36,520.54,760.54,545.17,700.17,531.09,643.96,620.69,757.4
972,87.82,70.48,0.48,140.48,4,0,210.65,33.39,143.39,0.0,196.44,0.0,154.69,63.43,141.44,0.0,194.89
973,22.14,31.81,0.0,101.81,0,0,0.0,0.0,55.0,0.0,163.24,0.0,132.91,0.0,102.46,36.03,226.63
974,645.03,681.67,611.67,751.67,0,0,0.0,580.33,690.33,483.05,723.05,543.08,698.08,668.67,780.31,570.94,690.1
975,409.25,549.8,479.8,619.8,0,35,-2469.34,362.22,472.22,203.35,443.35,298.97,453.97,381.55,483.29,462.91,543.93
976,966.87,1003.38,933.38,1073.38,0,0,0.0,840.47,950.47,986.27,1200.0,881.63,1036.63,877.46,1009.92,784.1,978.48
977,448.21,400.09,330.09,470.09,0,0,0.0,362.42,472.42,244.57,484.57,373.8,528.8,317.52,445.81,393.88,491.13
978,103.81,87.73,17.73,157.73,0,0,0.0,78.2,188.2,0.0,226.64,63.71,218.71,92.11,204.98,0.0,149.66
979,728.54,708.59,638.59,778.59,0,0,0.0,614.52,724.52,648.38,888.38,701.61,856.61,692.23,760.95,698.79,863.07
980,109.41,154.41,84.41,224.41,0,11,275.07,1.54,111.54,14.8,254.8,82.6,237.6,73.17,193.44,0.0,165.69
981,274.5,350.88,280.88,420.88,0,16,-102.11,167.38,277.38,258.0,498.0,158.95,313.95,180.1,308.6,180.28,333.25
982,289.54,291.6,221.6,361.6,0,0,0.0,193.49,303.49,158.75,398.75,214.96,369.96,271.67,384.92,164.79,321.8
983,62.81,82.11,12.11,152.11,0,0,0.0,0.0,55.0,0.0,216.3,2.49,157.49,22.76,131.45,0.0,127.47
984,357.9,410.34,340.34,480.34,0,0,0.0,341.47,451.47,298.71,538.71,329.06,484.06,201.32,328.6,210.21,355.37
985,122.62,143.84,73.84,213.84,0,0,0.0,84.36,194.36,26.01,266.01,156.36,311.36,23.19,169.23,48.8,236.07
986,720.8,750.39,680.39,820.39,0,11,444.48,660.77,770.77,526.51,766.51,638.12,793.12,611.99,727.45,609.66,742.48
987,175.73,193.77,123.77,263.77,0,0,0.0,57.25,167.25,81.35,321.35,132.72,287.72,161.26,323.15,199.36,347.35
988,132.63,35.5,0.0,105.5,21,0,-569.73,12.32,122.32,58.12,298.12,117.78,272.78,60.52,228.57,0.0,182.84
989,121.73,171.75,101.75,241.75,0,14,279.79,84.1,194.1,0.0,226.72,11.93,166.93,70.04,206.63,51.46,238.03
990,260.43,314.21,244.21,384.21,0,16,259.57,161.11,271.11,124.9,364.9,168.16,323.16,187.31,297.72,205.84,352.14
991,64.52,0.0,0.0,70.0,14,0,76.78,60.64,170.64,0.0,120.0,5.58,160.58,0.0,126.39,0.0,138.33
992,938.29,849.98,779.98,919.98,23,0,-421.18,856.49,966.49,791.91,1031.91,894.25,1049.25,824.2,925.42,872.91,1098.65
993,282.18,260.82,190.82,330.82,0,0,0.0,190.26,300.26,184.74,424.74,258.6,413.6,295.44,394.94,277.31,404.96
994,996.05,937.42,867.42,1007.42,21,0,238.84,1054.0,1164.0,845.22,1085.22,903.6,1058.6,990.26,1066.37,833.81,1045.75
995,600.04,633.49,563.49,703.49,0,0,0.0,670.52,780.52,444.07,684.07,559.72,714.72,526.06,640.18,552.06,664.56
996,258.84,288.0,218.0,358.0,0,0,0.0,242.49,352.49,117.29,357.29,214.87,369.87,230.72,351.3,259.04,391.46
997,797.4,888.87,818.87,958.87,0,20,-429.44,657.95,767.95,652.25,892.25,714.21,869.21,645.59,777.81,757.09,941.95
998,327.05,437.92,367.92,507.92,0,22,-899.14,205.91,315.91,191.52,431.52,304.57,459.57,247.08,289.25,180.65,333.52
999,545.07,495.34,425.34,565.34,15,0,304.06,522.41,632.41,348.64,588.64,520.14,675.14,456.37,583.35,523.22,625.54
